EduID,Name,Phone1,Phone2,Phone3,Phone4,Phone5,Street Address,Locality,Pincode,City,Country,Mail,Website,Person to Contact,Working Hours,Services Offered,Details,Images URL,Keywords
182601,Swastik Tutorials,9905452574,,,,,No. L2/2,Mithapur,800001,patna,India,info@swastiktutorials.com,http://www.swastiktutorials.in,A.K .Jha,,"Big Data Analytics Online Training , R Analytics Online Training , Chartered Accountant Coaching , CBSE Tuitions for Maths , CBSE Tuitions for Physics , CBSE Tuitions for Chemistry , Language Development Coaching , ",,,
182602,Money Mind,9386306144,,,,,"near State Bank of India ATM,Fraser Road",Fraser Road,800001,patna,India,moneymind405@gmail.com,http://moneymindgame.com,Deepak nayar,Monday - Sunday: 10 AM - 10 PM,"Computer Science Tuitions (11th & 12th STD) , Physics Tuitions (11th & 12th) , Commerce Tuitions (11th & 12th STD) , Spoken English Classes , Banking Tuitions , Economics Coaching Classes (11th & 12th STD) , Biology Tuitions (11th & 12th) , 10th STD Tuitions , ",,,"Economics Coaching Classes (11th & 12th STD) , Physics Tuitions (11th & 12th) , Spoken English Classes , "
182603,OCTS Study Circle,9835294309, 9431853808,,,,,Keshri Nagar,800024,patna,India,,http://www.octs.co.in,Umesh  kumar Jha,,"School Tuitions for All Subjects , 2nd Year PUC Coaching , CBSE Tuitions for Maths , ",,,
182604,Career Mantra India,7783846520,,,,,"201, 2nd Floor, JJ Complex",Boring Canal Road,800001,patna,India,careermantraindia@gmail.com,http://www.careermantra.org.in,Anand Kishore,Monday - Saturday: 10 AM - 8 PM,"Law Entrance Coaching , CLAT Entrance Coaching , SSC Entrance Exam Coaching , RRB Entrance Exam Coaching , IBPS Bank Interview Coaching , CAT Coaching , MAT coaching , ",,,
182605,Smart Classrs,061 - 22641308, 9955814609,,,,1st Floor Verma Market Chowk Patna City,Patna City,800008,patna,India,rkv4ever@gmail.com,,Rajiv Verma,,"Coaching & Tuitions , Spoken English Classes , ",,,
182606,Know How Coaching,9798458953,,,,,,Pataliputra,800013,patna,India,coaching.knowhow@gmail.com,,Sikha Agrwal,Monday - Sunday: 10 AM - 6.30 PM,"UGC Net Coaching , Home & Private Tuitions , English Home Tuitions for school , UGC Net Computer Science Coaching , Medical EAMCET Coaching , Medical Entrance Coaching , CBSE Tuitions for English , 10th STD Tuitions , 9th STD Tuitions , ",,,"Medical Entrance Coaching , UGC Net Computer Science Coaching , "
182607,Career Platform,9122975245,,,,,3rd Floor,Bailey Road,800014,patna,India,careerplatformsheikhpura@gmail.com,,Dr. Deenanath,Monday - Saturday: 6 AM - 8 PM,"SSC Entrance Exam Coaching , RRB Entrance Exam Coaching , IBPS Bank Interview Coaching , SAT Coaching , SSC JE Entrance Coaching , Banking Tuitions , SBI PO Training , IBPS Bank Exam Coaching , ",,,"SBI PO Training , SSC Entrance Exam Coaching , SSC JE Entrance Coaching , "
182608,Bipul Kumar,9534740956,,,,,No. 3B,Bihari Sao Lane,800001,patna,India,,,,Monday - Saturday: 9 AM - 7 PM,"School Tuitions for Math, Physics, Chemistry , College Tuitions for Maths , ",,,
182609,Commerce Guidance centre,9431222727, 9852333555,,,,"A/17, Bankmens colony, Chitragupta nagar,Kankarbagh,Patna-800020",Kankarbagh,800020,patna,India,pkpraveenkumar1@gmail.com,,Praveen Kumar,Monday - Saturday: 7 AM - 7 PM,"CACPT Coaching , Commerce Tuitions (11th & 12th STD) , CS Coaching , Chartered Accountant Coaching , Economics Coaching Classes (11th & 12th STD) , B.Com Coaching , M.Com Coaching , ",,,"Economics Coaching Classes (11th & 12th STD) , M.Com Coaching , "
182610,Buddha Technologies,7857979484,,,,,"Plot No.101,Badri Prasad Palace,Ranjan Patn,Danapur,Patna  801503",Danapur,801503,patna,India,rakeshkumar45@gmail.com,,Rakesh Kumar Verma,Monday - Saturday: 10 AM - 6 PM,"Computer Science Tuitions (11th & 12th STD) , College Tuitions for Maths , College Tuitions for Physics , MCA Entrance Coaching , 10th STD Tuitions , BCA Entrance Exam Coaching , MCA Entrance Exam Coaching , Maths Tuitions 11th &12th , ",,,"Maths Tuitions 11th &12th , MCA Entrance Coaching , MCA Entrance Exam Coaching , "
182611,Pankaj Economics Classes,9308591259,,,,,"Bhikhna Pahari,Patna -04",Bhikhana Pahari,800004,patna,India,pankaj.economics@gmail.com,,Dr. Pankaj kumar,Monday - Sunday: 6.30 AM - 8 PM,"SSC Entrance Exam Coaching , UPSC Coaching , College Tuitions for Accounts, Finance, Statistics , Tuitions for College Subjects , School Tuitions for Accounts, Finance, Statistics , School Tuitions for All Subjects , B.B.A. Entrance Coaching , Economics Coaching Classes (11th & 12th STD) , ",,,"SSC Entrance Exam Coaching , Tuitions for College Subjects , UPSC Coaching , "
182612,Eng Leas,8877498640,,,,,No. A 226,Boring Road,800001,patna,India,shubham.shantanu@gmail.com,,Shubham Shantanu,Monday - Sunday: 9 AM - 9 PM,"Spoken English Classes , ",,,
182613,English - Com E- Library,,,,,,1st Floor,Boring Road,800001,patna,India,,,P.C. Sharma,Monday - Saturday: 8 AM - 6.30 PM,"Spoken English Classes , Handwriting, Spelling & Reading Classes , ",,,
182614,The Career Catalyst,0612 - 3251870, 0612 - 2302368,,,,2nd & 3rd Floor,Ashok Rajpath,800004,patna,India,neeraj.catalyst@gmail.com,,Neeraj Khuddar,,"Job Training , Project Management Certification Training , Project Management Training , Call Center & BPO Job Training , Spoken English Classes , ",,,
182615,Brilliant Study Centre,,,,,,,Kurji,800010,patna,India,,,Brajkishor,,"Enterprise Training , Home & Private Tuitions , Big Data Analytics Online Training , Engineering Tuitions , Law Entrance Coaching , Home Tutors for Class I-V , R Analytics Online Training , Mechanical Engineering Tuitions , SET Entrance Coaching , Aerospace Engineering Tuitions , Home Tutors for Class VI-X , B.Com Home Tutors , Biomedical Engineering Tuitions , Biomechanical Engineering Tuitions , B.Sc Home Tutors , BE Home Tuitions , Automotive Engineering Tuitions , Civil Engineering Tuitions , Biology Home Tuitions for school , Chemistry Home Tuitions for school , Architectural Engineering Tuitions , Electrical Engineering Tuitions , Hindi Home Tuitions , English Home Tuitions for school , IT & Computer Science Engineering Tuitions , Robotics Engineering Tuitions , Physics Home Tuitions for school , Economics Home Tuitions , Microelectronic Engineering Tuitions , Chemical Engineering Tuitions , BBA Home Tuitions , MBA Home Tuitions , Environmental Engineering Tuitions , Materials Science Engineering Tuitions , ICWA Home Tuitions , MCA Home Tuitions , Agricultural Engineering Tuitions , Foreign Languages Coaching , GMAT Private Tuitions , CA Home Tuitions , Maths Home Tuitions for school , Engineering Tuitions - Other Branches , Engineering Physics Tuitions , Biotechnology Engineering Tuitions , Genetic Engineering Tuitions , Engineering Chemistry Tuitions , Mechatronics Engineering Tuitions , Software Engineering Tuitions , Electronics & Communication Engineering Tuitions , Instrumentation Technology Engineering Tuitions , Telecommunication Engineering Tuitions , Industrial & Production Engineering Tuitions , Show less « , ",,,"B.Com Home Tutors , B.Sc Home Tutors , Banking Tuitions , BBA Home Tuitions , BE Home Tuitions , Bioinformatics Training , Biology Home Tuitions for school , Biomechanical Engineering Tuitions , Biomedical Engineering Tuitions , Biotechnology Engineering Tuitions , CA Home Tuitions , CAT Coaching , Chartered Accountant Coaching , Chemical Engineering Tuitions , Chemistry Home Tuitions for school , Civil Engineering Tuitions , College Tuitions for Accounts, Finance, Statistics , College Tuitions for Chemistry , College Tuitions for Maths , College Tuitions for Physics , Economics Home Tuitions , Electrical Engineering Tuitions , Electronics & Communication Engineering Tuitions , Engineering Chemistry Tuitions , Engineering Physics Tuitions , Engineering Tuitions - Other Branches , English Home Tuitions for school , Environmental Engineering Tuitions , Foreign Languages Coaching , Genetic Engineering Tuitions , GMAT Coaching , GMAT Private Tuitions , GRE Coaching , Handwriting, Spelling & Reading Classes , Hindi Home Tuitions , Home Tutors for Class I-V , Home Tutors for Class VI-X , IAS Entrance Coaching , ICWA Home Tuitions , IIT Engineering Entrance Coaching , Industrial & Production Engineering Tuitions , Instrumentation Technology Engineering Tuitions , IT & Computer Science Engineering Tuitions , Mass Communication Training , Materials Science Engineering Tuitions , Maths Home Tuitions for school , MBA & BBA Coaching , MBA Home Tuitions , MCA Home Tuitions , Mechanical Engineering Tuitions , Mechatronics Engineering Tuitions , Medical Entrance Coaching , Microelectronic Engineering Tuitions , Music & Dance & Arts Classes , NIFT/NID/CEED/FDDI Training , Physics Home Tuitions for school , R Analytics Online Training , Robotics Engineering Tuitions , SAT Coaching , School Tuitions for Accounts, Finance, Statistics , School Tuitions for All Subjects , School Tuitions for Math, Physics, Chemistry , SET Entrance Coaching , Software Engineering Tuitions , Spoken English Classes , Spoken Hindi Classes , Telecommunication Engineering Tuitions , Tuitions for College Subjects , "
182616,Chankya Carrier Center,9234899627,,,,,,Bakerganj,800004,patna,India,,,U.K. Ranjan,,"College Tuitions for Accounts, Finance, Statistics , Music & Dance & Arts Classes , GRE Coaching , SAT Coaching , Medical Entrance Coaching , Chartered Accountant Coaching , College Tuitions for Maths , College Tuitions for Physics , College Tuitions for Chemistry , ",,,"GRE Coaching , Medical Entrance Coaching , Music & Dance & Arts Classes , SAT Coaching , "
182617,I.A.S. Academy,9835267610,,,,,,Naya Tola,800004,patna,India,,,Ranesh Singh,Monday - Sunday: 7.30 AM - 8 PM,,,,
182618,Kumar Biology Centre,0612 - 2577073, 9334126488,,,,"#M2, 10",Boring Road,800001,patna,India,,,,,"Enterprise Training , Home & Private Tuitions , Big Data Analytics Online Training , Engineering Tuitions , Law Entrance Coaching , Home Tutors for Class I-V , R Analytics Online Training , Mechanical Engineering Tuitions , SET Entrance Coaching , Aerospace Engineering Tuitions , Home Tutors for Class VI-X , B.Com Home Tutors , Biomedical Engineering Tuitions , Biomechanical Engineering Tuitions , B.Sc Home Tutors , BE Home Tuitions , Automotive Engineering Tuitions , Civil Engineering Tuitions , Biology Home Tuitions for school , Chemistry Home Tuitions for school , Architectural Engineering Tuitions , Electrical Engineering Tuitions , Hindi Home Tuitions , English Home Tuitions for school , IT & Computer Science Engineering Tuitions , Robotics Engineering Tuitions , Physics Home Tuitions for school , Economics Home Tuitions , Microelectronic Engineering Tuitions , Chemical Engineering Tuitions , BBA Home Tuitions , MBA Home Tuitions , Environmental Engineering Tuitions , Materials Science Engineering Tuitions , ICWA Home Tuitions , MCA Home Tuitions , Agricultural Engineering Tuitions , Foreign Languages Coaching , GMAT Private Tuitions , CA Home Tuitions , Maths Home Tuitions for school , Engineering Tuitions - Other Branches , Engineering Physics Tuitions , Biotechnology Engineering Tuitions , Genetic Engineering Tuitions , Engineering Chemistry Tuitions , Mechatronics Engineering Tuitions , Software Engineering Tuitions , Electronics & Communication Engineering Tuitions , Instrumentation Technology Engineering Tuitions , Telecommunication Engineering Tuitions , Industrial & Production Engineering Tuitions , Show less « , ",,,"B.Com Home Tutors , B.Sc Home Tutors , Banking Tuitions , BBA Home Tuitions , BE Home Tuitions , Bioinformatics Training , Biology Home Tuitions for school , Biomechanical Engineering Tuitions , Biomedical Engineering Tuitions , Biotechnology Engineering Tuitions , CA Home Tuitions , CAT Coaching , Chartered Accountant Coaching , Chemical Engineering Tuitions , Chemistry Home Tuitions for school , Civil Engineering Tuitions , College Tuitions for Accounts, Finance, Statistics , College Tuitions for Chemistry , College Tuitions for Maths , College Tuitions for Physics , Economics Home Tuitions , Electrical Engineering Tuitions , Electronics & Communication Engineering Tuitions , Engineering Chemistry Tuitions , Engineering Physics Tuitions , Engineering Tuitions - Other Branches , English Home Tuitions for school , Environmental Engineering Tuitions , Foreign Languages Coaching , Genetic Engineering Tuitions , GMAT Coaching , GMAT Private Tuitions , GRE Coaching , Handwriting, Spelling & Reading Classes , Hindi Home Tuitions , Home Tutors for Class I-V , Home Tutors for Class VI-X , IAS Entrance Coaching , ICWA Home Tuitions , IIT Engineering Entrance Coaching , Industrial & Production Engineering Tuitions , Instrumentation Technology Engineering Tuitions , IT & Computer Science Engineering Tuitions , Mass Communication Training , Materials Science Engineering Tuitions , Maths Home Tuitions for school , MBA & BBA Coaching , MBA Home Tuitions , MCA Home Tuitions , Mechanical Engineering Tuitions , Mechatronics Engineering Tuitions , Medical Entrance Coaching , Microelectronic Engineering Tuitions , Music & Dance & Arts Classes , NIFT/NID/CEED/FDDI Training , Physics Home Tuitions for school , R Analytics Online Training , Robotics Engineering Tuitions , SAT Coaching , School Tuitions for Accounts, Finance, Statistics , School Tuitions for All Subjects , School Tuitions for Math, Physics, Chemistry , SET Entrance Coaching , Software Engineering Tuitions , Spoken English Classes , Spoken Hindi Classes , Telecommunication Engineering Tuitions , Tuitions for College Subjects , "
182619,Marshal Institute,,,,,,#F150,Boring Road,800001,patna,India,,,Mantuji,,"Enterprise Training , Home & Private Tuitions , Big Data Analytics Online Training , Engineering Tuitions , Law Entrance Coaching , Home Tutors for Class I-V , R Analytics Online Training , Mechanical Engineering Tuitions , SET Entrance Coaching , Aerospace Engineering Tuitions , Home Tutors for Class VI-X , B.Com Home Tutors , Biomedical Engineering Tuitions , Biomechanical Engineering Tuitions , B.Sc Home Tutors , BE Home Tuitions , Automotive Engineering Tuitions , Civil Engineering Tuitions , Biology Home Tuitions for school , Chemistry Home Tuitions for school , Architectural Engineering Tuitions , Electrical Engineering Tuitions , Hindi Home Tuitions , English Home Tuitions for school , IT & Computer Science Engineering Tuitions , Robotics Engineering Tuitions , Physics Home Tuitions for school , Economics Home Tuitions , Microelectronic Engineering Tuitions , Chemical Engineering Tuitions , BBA Home Tuitions , MBA Home Tuitions , Environmental Engineering Tuitions , Materials Science Engineering Tuitions , ICWA Home Tuitions , MCA Home Tuitions , Agricultural Engineering Tuitions , Foreign Languages Coaching , GMAT Private Tuitions , CA Home Tuitions , Maths Home Tuitions for school , Engineering Tuitions - Other Branches , Engineering Physics Tuitions , Biotechnology Engineering Tuitions , Genetic Engineering Tuitions , Engineering Chemistry Tuitions , Mechatronics Engineering Tuitions , Software Engineering Tuitions , Electronics & Communication Engineering Tuitions , Instrumentation Technology Engineering Tuitions , Telecommunication Engineering Tuitions , Industrial & Production Engineering Tuitions , Show less « , ",,,"B.Com Home Tutors , B.Sc Home Tutors , Banking Tuitions , BBA Home Tuitions , BE Home Tuitions , Bioinformatics Training , Biology Home Tuitions for school , Biomechanical Engineering Tuitions , Biomedical Engineering Tuitions , Biotechnology Engineering Tuitions , CA Home Tuitions , CAT Coaching , Chartered Accountant Coaching , Chemical Engineering Tuitions , Chemistry Home Tuitions for school , Civil Engineering Tuitions , College Tuitions for Accounts, Finance, Statistics , College Tuitions for Chemistry , College Tuitions for Maths , College Tuitions for Physics , Economics Home Tuitions , Electrical Engineering Tuitions , Electronics & Communication Engineering Tuitions , Engineering Chemistry Tuitions , Engineering Physics Tuitions , Engineering Tuitions - Other Branches , English Home Tuitions for school , Environmental Engineering Tuitions , Foreign Languages Coaching , Genetic Engineering Tuitions , GMAT Coaching , GMAT Private Tuitions , GRE Coaching , Handwriting, Spelling & Reading Classes , Hindi Home Tuitions , Home Tutors for Class I-V , Home Tutors for Class VI-X , IAS Entrance Coaching , ICWA Home Tuitions , IIT Engineering Entrance Coaching , Industrial & Production Engineering Tuitions , Instrumentation Technology Engineering Tuitions , IT & Computer Science Engineering Tuitions , Mass Communication Training , Materials Science Engineering Tuitions , Maths Home Tuitions for school , MBA & BBA Coaching , MBA Home Tuitions , MCA Home Tuitions , Mechanical Engineering Tuitions , Mechatronics Engineering Tuitions , Medical Entrance Coaching , Microelectronic Engineering Tuitions , Music & Dance & Arts Classes , NIFT/NID/CEED/FDDI Training , Physics Home Tuitions for school , R Analytics Online Training , Robotics Engineering Tuitions , SAT Coaching , School Tuitions for Accounts, Finance, Statistics , School Tuitions for All Subjects , School Tuitions for Math, Physics, Chemistry , SET Entrance Coaching , Software Engineering Tuitions , Spoken English Classes , Spoken Hindi Classes , Telecommunication Engineering Tuitions , Tuitions for College Subjects , "
182620,Prerna G S Study Circle,,,,,,,Rampur Lane,800006,patna,India,,,Amit Kumar,,"Enterprise Training , Home & Private Tuitions , Big Data Analytics Online Training , Engineering Tuitions , Law Entrance Coaching , Home Tutors for Class I-V , R Analytics Online Training , Mechanical Engineering Tuitions , SET Entrance Coaching , Aerospace Engineering Tuitions , Home Tutors for Class VI-X , B.Com Home Tutors , Biomedical Engineering Tuitions , Biomechanical Engineering Tuitions , B.Sc Home Tutors , BE Home Tuitions , Automotive Engineering Tuitions , Civil Engineering Tuitions , Biology Home Tuitions for school , Chemistry Home Tuitions for school , Architectural Engineering Tuitions , Electrical Engineering Tuitions , Hindi Home Tuitions , English Home Tuitions for school , IT & Computer Science Engineering Tuitions , Robotics Engineering Tuitions , Physics Home Tuitions for school , Economics Home Tuitions , Microelectronic Engineering Tuitions , Chemical Engineering Tuitions , BBA Home Tuitions , MBA Home Tuitions , Environmental Engineering Tuitions , Materials Science Engineering Tuitions , ICWA Home Tuitions , MCA Home Tuitions , Agricultural Engineering Tuitions , Foreign Languages Coaching , GMAT Private Tuitions , CA Home Tuitions , Maths Home Tuitions for school , Engineering Tuitions - Other Branches , Engineering Physics Tuitions , Biotechnology Engineering Tuitions , Genetic Engineering Tuitions , Engineering Chemistry Tuitions , Mechatronics Engineering Tuitions , Software Engineering Tuitions , Electronics & Communication Engineering Tuitions , Instrumentation Technology Engineering Tuitions , Telecommunication Engineering Tuitions , Industrial & Production Engineering Tuitions , Show less « , ",,,"B.Com Home Tutors , B.Sc Home Tutors , Banking Tuitions , BBA Home Tuitions , BE Home Tuitions , Bioinformatics Training , Biology Home Tuitions for school , Biomechanical Engineering Tuitions , Biomedical Engineering Tuitions , Biotechnology Engineering Tuitions , CA Home Tuitions , CAT Coaching , Chartered Accountant Coaching , Chemical Engineering Tuitions , Chemistry Home Tuitions for school , Civil Engineering Tuitions , College Tuitions for Accounts, Finance, Statistics , College Tuitions for Chemistry , College Tuitions for Maths , College Tuitions for Physics , Economics Home Tuitions , Electrical Engineering Tuitions , Electronics & Communication Engineering Tuitions , Engineering Chemistry Tuitions , Engineering Physics Tuitions , Engineering Tuitions - Other Branches , English Home Tuitions for school , Environmental Engineering Tuitions , Foreign Languages Coaching , Genetic Engineering Tuitions , GMAT Coaching , GMAT Private Tuitions , GRE Coaching , Handwriting, Spelling & Reading Classes , Hindi Home Tuitions , Home Tutors for Class I-V , Home Tutors for Class VI-X , IAS Entrance Coaching , ICWA Home Tuitions , IIT Engineering Entrance Coaching , Industrial & Production Engineering Tuitions , Instrumentation Technology Engineering Tuitions , IT & Computer Science Engineering Tuitions , Mass Communication Training , Materials Science Engineering Tuitions , Maths Home Tuitions for school , MBA & BBA Coaching , MBA Home Tuitions , MCA Home Tuitions , Mechanical Engineering Tuitions , Mechatronics Engineering Tuitions , Medical Entrance Coaching , Microelectronic Engineering Tuitions , Music & Dance & Arts Classes , NIFT/NID/CEED/FDDI Training , Physics Home Tuitions for school , R Analytics Online Training , Robotics Engineering Tuitions , SAT Coaching , School Tuitions for Accounts, Finance, Statistics , School Tuitions for All Subjects , School Tuitions for Math, Physics, Chemistry , SET Entrance Coaching , Software Engineering Tuitions , Spoken English Classes , Spoken Hindi Classes , Telecommunication Engineering Tuitions , Tuitions for College Subjects , "
182621,Residential Coaching Centre,9334847123, 9709379462,,,,,Gardanibagh,800001,patna,India,,,Rajesh Kumar,,"Enterprise Training , Home & Private Tuitions , Big Data Analytics Online Training , Engineering Tuitions , Law Entrance Coaching , Home Tutors for Class I-V , R Analytics Online Training , Mechanical Engineering Tuitions , SET Entrance Coaching , Aerospace Engineering Tuitions , Home Tutors for Class VI-X , B.Com Home Tutors , Biomedical Engineering Tuitions , Biomechanical Engineering Tuitions , B.Sc Home Tutors , BE Home Tuitions , Automotive Engineering Tuitions , Civil Engineering Tuitions , Biology Home Tuitions for school , Chemistry Home Tuitions for school , Architectural Engineering Tuitions , Electrical Engineering Tuitions , Hindi Home Tuitions , English Home Tuitions for school , IT & Computer Science Engineering Tuitions , Robotics Engineering Tuitions , Physics Home Tuitions for school , Economics Home Tuitions , Microelectronic Engineering Tuitions , Chemical Engineering Tuitions , BBA Home Tuitions , MBA Home Tuitions , Environmental Engineering Tuitions , Materials Science Engineering Tuitions , ICWA Home Tuitions , MCA Home Tuitions , Agricultural Engineering Tuitions , Foreign Languages Coaching , GMAT Private Tuitions , CA Home Tuitions , Maths Home Tuitions for school , Engineering Tuitions - Other Branches , Engineering Physics Tuitions , Biotechnology Engineering Tuitions , Genetic Engineering Tuitions , Engineering Chemistry Tuitions , Mechatronics Engineering Tuitions , Software Engineering Tuitions , Electronics & Communication Engineering Tuitions , Instrumentation Technology Engineering Tuitions , Telecommunication Engineering Tuitions , Industrial & Production Engineering Tuitions , Show less « , ",,,"B.Com Home Tutors , B.Sc Home Tutors , Banking Tuitions , BBA Home Tuitions , BE Home Tuitions , Bioinformatics Training , Biology Home Tuitions for school , Biomechanical Engineering Tuitions , Biomedical Engineering Tuitions , Biotechnology Engineering Tuitions , CA Home Tuitions , CAT Coaching , Chartered Accountant Coaching , Chemical Engineering Tuitions , Chemistry Home Tuitions for school , Civil Engineering Tuitions , College Tuitions for Accounts, Finance, Statistics , College Tuitions for Chemistry , College Tuitions for Maths , College Tuitions for Physics , Economics Home Tuitions , Electrical Engineering Tuitions , Electronics & Communication Engineering Tuitions , Engineering Chemistry Tuitions , Engineering Physics Tuitions , Engineering Tuitions - Other Branches , English Home Tuitions for school , Environmental Engineering Tuitions , Foreign Languages Coaching , Genetic Engineering Tuitions , GMAT Coaching , GMAT Private Tuitions , GRE Coaching , Handwriting, Spelling & Reading Classes , Hindi Home Tuitions , Home Tutors for Class I-V , Home Tutors for Class VI-X , IAS Entrance Coaching , ICWA Home Tuitions , IIT Engineering Entrance Coaching , Industrial & Production Engineering Tuitions , Instrumentation Technology Engineering Tuitions , IT & Computer Science Engineering Tuitions , Mass Communication Training , Materials Science Engineering Tuitions , Maths Home Tuitions for school , MBA & BBA Coaching , MBA Home Tuitions , MCA Home Tuitions , Mechanical Engineering Tuitions , Mechatronics Engineering Tuitions , Medical Entrance Coaching , Microelectronic Engineering Tuitions , Music & Dance & Arts Classes , NIFT/NID/CEED/FDDI Training , Physics Home Tuitions for school , R Analytics Online Training , Robotics Engineering Tuitions , SAT Coaching , School Tuitions for Accounts, Finance, Statistics , School Tuitions for All Subjects , School Tuitions for Math, Physics, Chemistry , SET Entrance Coaching , Software Engineering Tuitions , Spoken English Classes , Spoken Hindi Classes , Telecommunication Engineering Tuitions , Tuitions for College Subjects , "
182622,The Nis Academy,0612 - 2203689, 0612 - 3262152, 9334260078,,,1st & 2nd Floor,Boring Road,800001,patna,India,nispatna@rediffmail.com,,Seema Sharma,,"Administration Training , Business Process Management Training , MBA & BBA Coaching , ",,,
182623,Vijay Classes,9931768205,,,,,,Bakerganj,800004,patna,India,,,Vijay Kumar,,"IIT Engineering Entrance Coaching , College Tuitions for Accounts, Finance, Statistics , Medical Entrance Coaching , College Tuitions for Maths , College Tuitions for Physics , College Tuitions for Chemistry , ",,,
182624,Nutan Coaching,9334882725,,,,,,Rajendra Nagar,800004,patna,India,,,S Ahmed,,,,,
182625,Chemistry Pathshala,9386775489,,,,,,Rajendra Nagar,800016,patna,India,chemistry.pathshala@gmail.com,http://www.cpathshala.com,Shekhar,,"AIEEE Coaching , AIPMT Coaching , IIT-JEE Coaching , ",,,
182626,Tuition Plus,0612 - 6531796, 9308136080,,,,Shop #24,Kankarbagh,800020,patna,India,info@tutionplus.com,http://www.tutionplus.com,Jaya Bushan,,"Computer Networking Training , ",,,
182627,VETA,7488022007,,,,,3rd Floor,Boring Road,800001,patna,India,,,Babita Singh,Monday - Sunday: 6.30 AM - 6.30 PM,"Corporate Training Providers , Spoken English Classes , Corporate Communication Skills Training , Personality Development Training , Spoken English Training (Corporate) , ",,,
182628,RNIS College of Financial Planning,8102459364, 9874664445,,,,"Shop #201, 2nd Floor",Dak Bungalow Road,800001,patna,India,rnispatna@gmail.com,http://www.rniscfp.org,,,"Certified Financial Planner (CFP) Coaching , ",,,
182629,RSY In Technology,0612 - 2361339, 9431045576,,,,#A198,Kankarbagh,800020,patna,India,rsyit198a@yahoo.com,http://www.rsyitengg.org,Anand Prakash,,"Engineering Tuitions , Mechanical Engineering Tuitions , Aerospace Engineering Tuitions , Biomedical Engineering Tuitions , Biomechanical Engineering Tuitions , Automotive Engineering Tuitions , Civil Engineering Tuitions , Architectural Engineering Tuitions , Electrical Engineering Tuitions , IT & Computer Science Engineering Tuitions , Robotics Engineering Tuitions , Microelectronic Engineering Tuitions , Chemical Engineering Tuitions , Environmental Engineering Tuitions , Materials Science Engineering Tuitions , Agricultural Engineering Tuitions , Engineering Tuitions - Other Branches , Engineering Physics Tuitions , Biotechnology Engineering Tuitions , Genetic Engineering Tuitions , Engineering Chemistry Tuitions , Mechatronics Engineering Tuitions , Software Engineering Tuitions , Electronics & Communication Engineering Tuitions , Instrumentation Technology Engineering Tuitions , Telecommunication Engineering Tuitions , Industrial & Production Engineering Tuitions , ",,,"Biomedical Engineering Tuitions , Biotechnology Engineering Tuitions , Chemical Engineering Tuitions , Civil Engineering Tuitions , Electrical Engineering Tuitions , Electronics & Communication Engineering Tuitions , Engineering Chemistry Tuitions , Engineering Physics Tuitions , Engineering Tuitions - Other Branches , Environmental Engineering Tuitions , Genetic Engineering Tuitions , Industrial & Production Engineering Tuitions , Instrumentation Technology Engineering Tuitions , IT & Computer Science Engineering Tuitions , Materials Science Engineering Tuitions , Mechanical Engineering Tuitions , Mechatronics Engineering Tuitions , Microelectronic Engineering Tuitions , Robotics Engineering Tuitions , Software Engineering Tuitions , Telecommunication Engineering Tuitions , "
182630,OES,0612 - 2301187, 9835017554,,,,"#323, 329 & 331, 3rd Floor",Ashok Rajpath,800004,patna,India,oespatna@gmail.com,,Sathish Kumar,,"IIT Engineering Entrance Coaching , Medical Entrance Coaching , ",,,
182631,Commandant Academy,0612 - 2360993, 9334033840,,,,2nd Floor,Kankarbagh,800020,patna,India,sudhirsingh428@gmail.com,,Sudhir Singh,Monday - Saturday: 7 AM - 7 PM,"Defence/Police Exam Coaching , CDS Exam Coaching , CAPF Coaching , SSB & NDA Coaching , ",,,
182632,Pankaj Economics Class,9334104065,,,,,,Danapur Cantt,801503,patna,India,,,Pankaj Kumar Rai,,"School Tuitions for All Subjects , ",,,
